feature_name,mean,median,std,count
FCER1G,5.456899350452268,4.91596379666373,3.1877653170775684,19137
ZEB2,5.457351983624776,4.8234505666178356,3.298345894924322,21058
TCF4,5.4578084467596435,4.930446501994082,3.132345800953803,9220
LEP,5.49318994861174,4.253569821768909,3.8823101776888094,2082
CD68,5.4940923479188575,4.916735895607068,3.264182351495959,11177
ERCC-00024,5.49911713013556,4.486973877998318,3.793644531499159,58
PDK4,5.500002337967981,4.7952041678753865,3.4053628627486736,6394
PTGDS,5.505034714437659,4.858790235643835,3.4262341291213065,1099
ZEB1,5.52177630243477,4.817476770003058,3.375512071696545,10097
GJB2,5.538330505886072,5.0021925194388634,3.1990526783406867,6011
PDGFRB,5.541097087368153,4.983853445644734,3.211914083880236,22779
DUMMY_0536,5.556085758816892,4.806590812678245,3.6396174312777156,44
MRC1,5.564179672077056,4.913564490389684,3.38436319495838,4425
C1QC,5.569228984206632,5.0082427715639515,3.241995111007817,5472
MYLK,5.59724644602241,5.0600491288117135,3.2505544005307305,16933
PTN,5.597576821884535,4.923586215106968,3.37182753977165,2269
DUMMY_0526,5.604508163950779,4.561162394201688,3.531150808128585,52
PCOLCE,5.627453827802315,5.0651066617786675,3.39867653629922,3244
AIF1,5.635881930498574,5.069747022760705,3.2814153746255896,10846
CD163,5.637471813319236,5.010044150310296,3.4009886407628382,4889
MYH11,5.642538266777057,5.0685837106194676,3.2837514921790145,9598
IGF1,5.675348362393693,5.009648055794674,3.4879720240717815,4949
PDGFRA,5.7051894234528655,5.154021249050936,3.3304560980518585,8217
S100A4,5.729467508266628,5.0911093174144515,3.353437200410224,10509
CRISPLD2,5.735620523098928,5.180544437684333,3.4150717452986976,11300
C1QA,5.751643163280063,5.150530538597677,3.402922854761638,3940
ACTA2,5.784237283725458,5.2443924921664635,3.318881406661669,50571
CAV1,5.787969069591797,5.176779940108766,3.3945412121557212,12426
POSTN,5.861681173780765,5.350331357026666,3.2716334467517987,74395
LDHB,5.909664805270514,5.288450860302829,3.4578032910627314,11913
ERCC-00034,5.9189452310037645,4.962697511655764,3.782583370221177,103
LRRC15,5.935571782709908,5.404644092259195,3.3064756670664432,11164
CXCL12,5.954916342465002,5.361081988739789,3.4830684815502084,23922
TIMP4,6.101736305927237,5.176870045868543,3.9236115356187486,4541
DUMMY_0511,6.1800011746437375,5.418019799413313,3.307693349422662,19
LUM,6.303687807636807,5.782481253258032,3.447320802233337,171918
ADH1B,6.347631475562595,5.490920050281691,4.003288333697521,7350
MMP2,6.393525538492833,5.845928679083563,3.538807379056611,44060
DPT,6.545674339335767,5.899171945868235,3.8460326660666735,7165
DUMMY_0524,6.546192940187899,5.762505291351394,3.545097087493703,84
FBLN1,6.5504844216476625,5.988182340353674,3.617172987418542,25684
SFRP4,6.603028903523627,6.091979116367279,3.5802270816248467,52023
SFRP1,6.710246710506778,6.1426213163055765,3.7674769303682374,8085
LPL,6.790289547646402,6.0899152576467745,3.9712176205724976,6431
CCDC80,6.889771250093413,6.350565121248557,3.7611880921369076,29329
ADIPOQ,7.073289719660337,6.482257175302852,4.126481379464694,6251
